*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=cascade_trigger_01
*Date=17:18:37
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
425;;;21.5266;-51.4943;0;Bottom;Copper Fill145
426;;;140.538;-55.6726;0;Bottom;Copper Fill123
427;;;16.4466;-51.4943;0;Bottom;Copper Fill201
428;;;124.663;-64.5245;0;Bottom;Copper Fill242
429;;;91.852;-23.2527;0;Bottom;Via14
430;;;61.7221;-21.3826;0;Bottom;Copper Fill321
431;;;48.2093;-10.4987;0;Bottom;Copper Fill92
432;;;21.5266;-62.5179;0;Bottom;Copper Fill315
433;;;16.4466;-82.0252;0;Bottom;Copper Fill149
434;;;35.0521;-29.0026;0;Bottom;Copper Fill118
435;;;138.722;-37.5751;0;Bottom;Copper Fill412
436;;;85.0774;-31.9617;0;Bottom;Copper Fill415
437;;;100.293;-8.63158;0;Bottom;Via7
438;;;23.7237;-81.0727;0;Bottom;Copper Fill368
439;;;46.8631;-36.3559;0;Bottom;Copper Fill268
440;;;16.4466;-80.1456;0;Bottom;Copper Fill351
441;;;59.6266;-2.65006;0;Bottom;Copper Fill221
442;;;113.182;-5.03766;0;Bottom;Copper Fill105
443;;;49.4666;-22.1573;0;Bottom;Copper Fill425
444;;;38.4557;-16.3026;0;Bottom;Copper Fill449
445;;;140.538;-55.6726;0;Bottom;Copper Fill296
446;;;144.708;-34.0148;90;Bottom;trig_in_2
447;;;47.2441;-3.60256;0;Bottom;Copper Fill465
448;;;25.3731;-81.8417;0;Bottom;T1_1
449;;;139.586;-54.7455;0;Bottom;Copper Fill295
450;;;22.7585;-64.4991;0;Bottom;Copper Fill244
451;;DIP (Dual Inline) [THT];62.1863;-67.0448;0;Bottom;termin 2
452;;;144.755;-23.9226;0;Bottom;Copper Fill411
453;;;97.6123;-17.5091;0;Bottom;Copper Fill80
454;;;59.6266;-9.60966;0;Bottom;Copper Fill483
455;;;121.653;-35.0097;0;Bottom;Copper Fill142
456;56;THT;39.3334;-37.8415;-90;Bottom;R LED 5
457;;;38.4557;-13.7626;0;Bottom;Copper Fill212
458;;DIP (Dual Inline) [THT];57.1204;-17.5009;180;Bottom;driv 7
459;;;38.4557;-18.8426;0;Bottom;Copper Fill203
460;;;124.943;-66.8867;0;Bottom;Copper Fill43
461;;;30.8103;-68.3726;0;Bottom;Copper Fill187
462;;;16.4466;-51.4943;0;Bottom;Copper Fill441
463;;;14.6813;-17.6869;0;Bottom;Copper Fill84
464;;;12.6366;-2.70086;0;Bottom;Copper Fill227
465;;;6.6294;-32.8126;0;Bottom;Copper Fill134
466;;;1.8034;-2.01506;0;Bottom;Copper Fill108
467;;;114.91;-38.2355;0;Bottom;Copper Fill264
468;2nF;100 mil [THT, multilayer];21.5463;-64.5095;90;Bottom;100pF1
469;;;21.5266;-51.4943;0;Bottom;Copper Fill341
470;;;17.7166;-62.4417;0;Bottom;Copper Fill136
471;;;7.5565;-33.7143;0;Bottom;Copper Fill324
472;;;29.5657;-25.1926;0;Bottom;Copper Fill147
473;;;84.2773;-60.7145;0;Bottom;Copper Fill56
474;;;11.3666;-76.9452;0;Bottom;Copper Fill327
475;;;91.2115;-64.4991;0;Bottom;Copper Fill48
476;;;59.6393;-82.2284;0;Bottom;Copper Fill4
477;;;26.9241;-81.0727;0;Bottom;Copper Fill363
478;10k;THT;114.27;-58.1682;0;Bottom;Pdwn 10k3
479;;DIP (Dual Inline) [THT];7.59011;-17.5314;180;Bottom;termin 8
480;;;49.5047;-79.7392;0;Bottom;Copper Fill13
481;56;THT;44.4134;-37.8415;90;Bottom;R LED 3
482;;;57.0993;-74.0496;0;Bottom;Copper Fill29
483;;;82.5755;-20.0745;0;Bottom;Copper Fill282
484;;;12.6366;-9.63506;0;Bottom;Copper Fill499
485;;;91.3893;-74.0496;0;Bottom;Copper Fill30
486;;;145.542;-60.7526;0;Bottom;Copper Fill304
487;;;18.9866;-4.58046;0;Bottom;Copper Fill503
488;;;139.586;-59.8255;0;Bottom;Copper Fill115
489;;;54.5466;-7.73006;0;Bottom;Copper Fill477
490;;;120.142;-6.33306;0;Bottom;Copper Fill97
491;;;31.6866;-51.4943;0;Bottom;Copper Fill308
492;;;5.842;-58.2126;0;Bottom;Copper Fill171
493;;;51.0088;-43.9791;0;Bottom;Via10
494;;;143.739;-60.7526;0;Bottom;Copper Fill129
495;;;30.8103;-70.9127;0;Bottom;Copper Fill420
496;;;39.3066;-22.2335;0;Bottom;Copper Fill426
497;;;88.2143;-82.2284;0;Bottom;Copper Fill7
498;;;144.666;-68.0551;0;Bottom;Copper Fill375
499;;;123.927;-44.2426;0;Bottom;Copper Fill335
500;;;143.802;-32.4951;0;Bottom;Copper Fill432
501;;;30.8103;-65.8326;0;Bottom;Copper Fill155
502;;;13.9066;-51.4943;0;Bottom;Copper Fill442
503;;;115.875;-31.6061;0;Bottom;Copper Fill274
504;;;44.3866;-51.4943;0;Bottom;Copper Fill209
505;;DIP (Dual Inline) [THT];96.4763;-67.0448;0;Bottom;termin 3
506;;;3.7465;-12.9371;0;Bottom;Copper Fill470
507;;;145.542;-67.1026;0;Bottom;Copper Fill378
508;;;126.898;-64.4991;0;Bottom;Copper Fill247
509;;;87.9095;-57.7935;0;Bottom;Copper Fill60
510;;;18.0341;-3.65336;0;Bottom;Copper Fill505
511;;;8.4836;-3.65336;0;Bottom;Copper Fill494
512;;;48.4125;-20.0491;0;Bottom;Copper Fill77
513;;;106.604;-50.4021;0;Bottom;Copper Fill63
514;;;2.8956;-21.3826;0;Bottom;Copper Fill206
515;;;54.0005;-70.4936;0;Bottom;Copper Fill32
516;;;85.0774;-32.9523;0;Bottom;Copper Fill180
517;;;60.5537;-3.60256;0;Bottom;Copper Fill482
518;10k;THT;128.233;-39.1115;0;Bottom;Pdwn 10k8
519;;;116.789;-10.4987;0;Bottom;Copper Fill94
520;;;79.66;-61.0479;0;Bottom;Via4
521;;;62.6873;-67.3948;0;Bottom;Copper Fill235
522;;;82.5231;-81.8417;0;Bottom;T1_6
523;;;140.538;-72.1827;0;Bottom;Copper Fill386
524;;;57.0485;-64.4991;0;Bottom;Copper Fill245
525;;;24.4857;-21.3826;0;Bottom;Copper Fill322
526;;;139.586;-68.0551;0;Bottom;Copper Fill166
527;;;125.4;-15.5025;0;Bottom;Copper Fill285
528;;;142.875;-18.8426;0;Bottom;Copper Fill406
529;;;97.8663;-56.0155;0;Bottom;Copper Fill61
530;;;48.2093;-82.2284;0;Bottom;Copper Fill2
531;;;24.0666;-9.63506;0;Bottom;Copper Fill515
532;;;17.3737;-75.9927;0;Bottom;Copper Fill349
533;;;79.975;-46.4175;0;Bottom;Via6
534;;;18.9866;-7.75546;0;Bottom;Copper Fill508
535;2nF;100 mil [THT, multilayer];13.9401;-20.0666;-90;Bottom;100pF8
536;;;138.722;-22.9955;0;Bottom;Copper Fill382
537;;;21.8441;-81.0727;0;Bottom;Copper Fill367
538;;;97.7647;-28.8121;0;Bottom;Copper Fill269
539;;;3.7465;-22.2335;0;Bottom;Copper Fill446
540;;;88.2905;-64.6515;0;Bottom;Copper Fill47
541;;;109.855;-69.757;0;Bottom;Copper Fill9
542;10k;THT;128.233;-49.2715;0;Bottom;Pdwn 10k11
543;;;109.982;-10.1431;0;Bottom;Copper Fill286
544;;;59.6266;-7.73006;0;Bottom;Copper Fill484
545;;;97.6745;-49.6664;0;Bottom;Via3
546;;;92.7863;-19.8967;0;Bottom;Copper Fill278
547;;THT;13.9334;-49.3985;-90;Bottom;status leds 2
548;;;139.675;-18.8426;0;Bottom;Copper Fill174
549;;;124.384;-7.34906;0;Bottom;Copper Fill103
550;;;24.0666;-4.58046;0;Bottom;Copper Fill511
551;;;60.0457;-21.3826;0;Bottom;Copper Fill320
552;;;59.6266;-4.52966;0;Bottom;Copper Fill480
553;;;35.0521;-29.0026;0;Bottom;Copper Fill314
554;;;50.8763;-64.4991;0;Bottom;Copper Fill240
555;;THT;39.3334;-49.3985;-90;Bottom;status leds 1
556;;;8.8265;-51.4943;0;Bottom;Copper Fill146
557;;;122.25;-49.3226;0;Bottom;Copper Fill113
558;4.7µF;100 mil [THT, electrolytic];30.4501;-20.0714;90;Bottom;100µF8
559;;;36.7666;-51.4943;0;Bottom;Copper Fill417
560;;;85.0774;-31.9617;0;Bottom;Copper Fill181
561;;;145.542;-72.1827;0;Bottom;Copper Fill393
562;;;121.653;-35.0097;0;Bottom;Copper Fill338
563;;;32.5121;-65.8326;0;Bottom;Copper Fill156
564;;;13.9066;-22.1827;0;Bottom;Copper Fill428
565;;;59.6266;-9.60966;0;Bottom;Copper Fill223
566;;;68.0467;-45.5126;0;Bottom;Copper Fill111
567;;;5.842;-63.2926;0;Bottom;Copper Fill400
568;;;113.188;-43.9791;0;Bottom;Via8
569;;;4.572;-16.3026;0;Bottom;Copper Fill458
570;;;53.9243;-82.2284;0;Bottom;Copper Fill3
571;;;101.575;-39.1499;0;Bottom;Copper Fill266
572;;;66.4211;-45.5126;0;Bottom;Copper Fill291
573;;;6.604;-3.65336;0;Bottom;Copper Fill226
574;;;78.8925;-5.03766;0;Bottom;Copper Fill104
575;;;13.9431;-81.8417;0;Bottom;T1_2
576;;;5.0165;-62.4417;0;Bottom;Copper Fill398
577;;;106.477;-29.0915;0;Bottom;Copper Fill89
578;;;41.8466;-51.4943;0;Bottom;Copper Fill445
579;;;144.666;-61.7051;0;Bottom;Copper Fill301
580;;;142.203;-3.55149;0;Bottom;Hole3
581;;;95.1993;-67.8774;0;Bottom;Copper Fill52
582;;;84.5821;-32.457;0;Bottom;Copper Fill182
583;;;38.4557;-21.3826;0;Bottom;Copper Fill193
584;;;111.836;-67.0391;0;Bottom;Copper Fill38
585;;;31.2421;-25.1926;0;Bottom;Copper Fill345
586;;;116.992;-20.0745;0;Bottom;Copper Fill76
587;;;28.8037;-81.0727;0;Bottom;Copper Fill153
588;56;THT;29.1734;-28.9515;180;Bottom;R LED 
589;;;20.7773;-66.8867;0;Bottom;Copper Fill40
590;;;36.7666;-51.4943;0;Bottom;Copper Fill183
591;;;65.1257;-25.1926;0;Bottom;Copper Fill423
592;;;138.722;-35.6955;0;Bottom;Copper Fill189
593;;;130.962;-42.5281;0;Bottom;Copper Fill261
594;;;139.586;-54.7455;0;Bottom;Copper Fill122
595;;;17.3737;-81.0727;0;Bottom;Copper Fill353
596;;;144.666;-59.8255;0;Bottom;Copper Fill302
597;;;8.4328;-32.8126;0;Bottom;Copper Fill135
598;;;139.675;-18.8426;0;Bottom;Copper Fill403
599;;;107.925;-39.9119;0;Bottom;Copper Fill263
600;;;32.5121;-63.2926;0;Bottom;Copper Fill318
601;;;50.3429;-53.4501;0;Bottom;Copper Fill54
602;4.7µF;100 mil [THT, electrolytic];109.19;-64.5182;-90;Bottom;100µF4
603;;;138.722;-32.4951;0;Bottom;Copper Fill429
604;;;17.7166;-22.2335;0;Bottom;Copper Fill374
605;;;123.012;-20.0745;0;Bottom;Copper Fill280
606;;;119.355;-77.2246;0;Bottom;Copper Fill25
607;;;2.8956;-13.7626;0;Bottom;Copper Fill471
608;;;118.821;-17.6869;0;Bottom;Copper Fill86
609;;;44.0437;-3.60256;0;Bottom;Copper Fill463
610;;;65.1257;-25.1926;0;Bottom;Copper Fill192
611;;;32.5121;-63.2926;0;Bottom;Copper Fill119
612;;;13.5637;-8.68256;0;Bottom;Copper Fill502
613;;;55.0673;-66.8867;0;Bottom;Copper Fill41
614;;;40.1321;-18.8426;0;Bottom;Copper Fill444
615;;;85.1663;-64.4991;0;Bottom;Copper Fill241
616;;;145.542;-72.1827;0;Bottom;Copper Fill170
617;;;5.3594;-50.5926;0;Bottom;Copper Fill311
618;;;97.6377;-67.3948;0;Bottom;Copper Fill236
619;10k;THT;78.6963;-58.1547;0;Bottom;Pdwn 10k2
620;2nF;100 mil [THT, multilayer];125.7;-64.523;90;Bottom;100pF4
